License #,DBA Name,Address,City,State,Zip,Latitude,Longitude
2354295,LUCKY STRIKE LANES,322 E ILLINOIS ST ,CHICAGO,IL,60611,41.89113317,-87.61916021
2354296,LUCKY STRIKE LANES,322 E ILLINOIS ST ,CHICAGO,IL,60611,41.89113317,-87.61916021
2354298,LUCKY STRIKE LANES,322 E ILLINOIS ST ,CHICAGO,IL,60611,41.89113317,-87.61916021
2354303,DINOTTO PIZZERIA (CATERING),1551 N WELLS ST ,CHICAGO,IL,60610,41.91062675,-87.63454716
2354304,DINOTTO PIZZERIA (CATERING),1551 N WELLS ST ,CHICAGO,IL,60610,41.91062675,-87.63454716
2354325,7-ELEVEN # 30099C,6540 W BELMONT AVE ,CHICAGO,IL,60634,41.93836238,-87.79000629
2354328,7-ELEVEN # 30099C,6540 W BELMONT AVE ,CHICAGO,IL,60634,41.93836238,-87.79000629
2354352,TARBOUSH MEDITERRANEAN GRILL,1608 W NORTH AVE ,CHICAGO,IL,60622,41.91073409,-87.66809336
2354401,IZZY'S STOP N SHOP,8647 S COTTAGE GROVE ,CHICAGO,IL,60619,41.73707998,-87.60468808
2354407,NORTH SHORE BANQUET,2519-2525 W DEVON AVE ,CHICAGO,IL,60659,41.99756426,-87.69314156
2354408,NORTH SHORE BANQUET,2519-2525 W DEVON AVE ,CHICAGO,IL,60659,41.99756426,-87.69314156
2354409,CHICAGO CAFFE,2600 W 35TH ST ,CHICAGO,IL,60632,41.83029607,-87.69005861
2354417,DOLLAR TREE #743,1514 W 33RD ST ,CHICAGO,IL,60608,41.83431107,-87.66389989
2354419,MACHETES PA MATAR EL HAMBRE,4888 S ARCHER AVE ,CHICAGO,IL,60632,41.80455147,-87.72002032
2354431,SUBWAY #4267,115 E 51ST ST ,CHICAGO,IL,60615,41.80190189,-87.62192629
2354451,GROCERY ELENAS,6059 S KILDARE AVE ,CHICAGO,IL,60629,41.78230922,-87.73004617
2354458,NUEVO CHAPALA RESTAURANT,3537 E 106TH ST ,CHICAGO,IL,60617,41.70263353,-87.53747594
2354488,TAQUERIA LA CANTERA,4309 S ROCKWELL ST ,CHICAGO,IL,60632,41.81530744,-87.68937057
2354498,"TWO BROTHERS FOOD MART,INC.",3728 W DIVISION AVE ,CHICAGO,IL,60651,41.90283323,-87.72015611
2354522,DENA KITCHEN,3306 W FULLERTON AVE ,CHICAGO,IL,60647,41.92478358,-87.71108669
2354524,"ELBO FOOD MART, INC.,",1822 W 63RD ST ,CHICAGO,IL,60636,41.77947733,-87.67013473
2354532,ONE STOP SHOP FOOD MART,11250 S MICHIGAN AVE ,CHICAGO,IL,60628,41.68927882,-87.62115619
2354580,ALA TOO CENTRAL ASIAN AND TURKISH RESTAURANT,3134 N LINCOLN AVE ,CHICAGO,IL,60657,41.93860473,-87.66738884
2354588,MEZCAL BIRRIA OCOTLAN,3325 W CERMAK RD ,CHICAGO,IL,60623,41.85161473,-87.70875739
2354615,NATHANS RIBS AND GRILL,325 W 47TH ST ,CHICAGO,IL,60609,41.8089645,-87.6344335
2354616,CY'S KING CRAB OYSTER BAR AND GRILL,691-695 N MILWAUKEE AVE ,CHICAGO,IL,60642,41.89427507,-87.65214171
2354617,AUNTIE ANNIE,225 S CANAL ST ,CHICAGO,IL,60606,41.87853128,-87.63942746
2354623,BRICKS SPORTS BAR & GRILL,4422 W MADISON ST ,CHICAGO,IL,60624,41.88070919,-87.73643718
2354624,BRICKS SPORTS BAR & GRILL,4422 W MADISON ST ,CHICAGO,IL,60624,41.88070919,-87.73643718
2354630,"BAKER MILLER, LLC",4610 N WESTERN AVE ,CHICAGO,IL,60625,41.96523547,-87.6889512
2354644,JOJO FOOD MARKET,558 E 75TH ST ,CHICAGO,IL,60619,41.75859417,-87.61031923
2354653,EL PESCADOR RESTAURANT,4056 S WESTERN AVE ,CHICAGO,IL,60609,41.81953313,-87.68487388
2354661,SUBWAY,953 W WEBSTER AVE ,CHICAGO,IL,60614,41.92163371,-87.65317222
2354664,BRYN MAWR BREAKFAST CLUB,3401 W BRYN MAWR AVE ,CHICAGO,IL,60659,41.98289768,-87.71380018
2354666,NAF NAF GRILL,28 S WABASH AVE ,CHICAGO,IL,60603,41.8813832,-87.62633723
2354674,RICE THAI CAFE,6744 N SHERIDAN RD ,CHICAGO,IL,60626,42.00488092,-87.66101071
2354679,MAISON CUISINE,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949
2354681,TERMINAL 2 KIOSK,11601 W TOUHY AVE ,CHICAGO,IL,60666,42.0085364,-87.91442844
2354687,SIDETRACK,3345-3355 N HALSTED ST ,CHICAGO,IL,60657,41.94313259,-87.64921766
2354713,ANTHONY GROCERY AND DOLLAR,3535 W CERMAK RD ,CHICAGO,IL,60623,41.85156568,-87.71383534
2354720,LOUISIANA FAMOUS FRIED CHICKEN,215-225 W PERSHING RD ,CHICAGO,IL,60609,41.8235215,-87.63202843
2354735,NICKS PIT STOP,2023 N DAMEN AVE ,CHICAGO,IL,60647,41.91848553,-87.67749943
2354747,ARTISAN BREAD SHOPPE CO.,1461 W CHICAGO AVE ,CHICAGO,IL,60642,41.89600397,-87.66470128
2354752,DREAM CAFE & GRILLE,748 W 61ST ST ,CHICAGO,IL,60621,41.78350298,-87.64438638
2354772,EL TACONAZO JR.,4256 W FULLERTON AVE ,CHICAGO,IL,60639,41.92450769,-87.73398033
2354821,LION'S DEN EATERY,4203 W CERMAK RD ,CHICAGO,IL,60623,41.85136621,-87.72976632
2354829,Perkolator,6032 W Irving Park RD ,CHICAGO,IL,60634,41.95314063,-87.77806553
2354850,ASADO COFFEE ROASTERS,22 E JACKSON BLVD ,CHICAGO,IL,60604,41.87833607,-87.62689227
2354858,SOUTH DEERING FOOD,10600 S TORRENCE AVE ,CHICAGO,IL,60617,41.70268583,-87.55974771
2354872,WONDERLAND CAKES & PASTRIES,6533 W 63RD ST ,CHICAGO,IL,60638,41.77751091,-87.78506723
2354909,JACK'S LOUNGE,12717 S HALSTED ST ,CHICAGO,IL,60628,41.66267727,-87.64125551
2354911,"TOM YUM RICE & NOODLE, INC.",608 W BARRY ,CHICAGO,IL,60657,41.93800688,-87.64475457
2354915,DUNKIN DONUTS,5401 N HARLEM AVE ,CHICAGO,IL,60656,41.97921691,-87.80683816
2354927,GRILL AND GARDEN,5318 N BROADWAY ,CHICAGO,IL,60640,41.97874312,-87.66008181
2354928,CHECKERS,6401 W ARCHER AVE ,CHICAGO,IL,60638,41.79223626,-87.78185617
2354929,JJ'S GRILL,616 E 79TH ST ,CHICAGO,IL,60619,41.7513221,-87.60935464
2354930,CHECKERS,4701-4705 S DAMEN AVE ,CHICAGO,IL,60609,41.80842103,-87.6745377
2354932,"Checkers Drive-In Restaurants,Inc.",3808 W ROOSEVELT RD ,CHICAGO,IL,60624,41.86634424,-87.72052963
2354937,"RUFUS FULL LINE GROCERY STORE & DELI,LLC",5747 W NORTH AVE ,CHICAGO,IL,60639,41.90921042,-87.7701583
2354949,ALPHA LEARNING CENTER,8422 S DAMEN AVE ,CHICAGO,IL,60620,41.7404079,-87.67304766
2354952,TEA KING GARDEN CO.,2243 S WENTWORTH AVE ,CHICAGO,IL,60616,41.85164923,-87.63183832
2354960,HANDCUT FOODS,350 E SOUTH WATER ST ,CHICAGO,IL,60601,41.88661491,-87.61896496
2354978,PRODIGY CHILD LEARNING CENTER ANNEX,1932-1934 E 79TH ST ,CHICAGO,IL,60649,41.75170202,-87.57714658
2355002,ZAYTUNE MEDITERRANEAN GRILL,3500 S WESTERN AVE ,CHICAGO,IL,60609,41.83018726,-87.68517793
2355004,SONNETS ACADEMY,1932-1934 N CLARK ST ,CHICAGO,IL,60614,41.91753776,-87.63569934
2355008,SON OF A BEEF,2524 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84560861,-87.6953878
2355009,"TAKE THE CAKE, INC.",1635 W WALNUT ST ,CHICAGO,IL,60612,41.88602339,-87.66836868
2355010,TAPWORKS,820 W JACKSON BLVD ,CHICAGO,IL,60607,41.87804348,-87.64818021
2355011,TAPWORKS,820 W JACKSON BLVD ,CHICAGO,IL,60607,41.87804348,-87.64818021
2355013,SONNETS ACADEMY-WEST LOOP,229 S PEORIA ST ,CHICAGO,IL,60607,41.87827629,-87.64944379
2355017,SONNETS ACADEMY RIVER NORTH,430 W ERIE ST ,CHICAGO,IL,60654,41.89402867,-87.63983692
2355018,"SONNETS ACADEMY-GOLD COAST, LLC",1400 N LAKE SHORE DR ,CHICAGO,IL,60610,41.90790947,-87.62594578
2355027,SONNETS ACADEMY-HYDE PARK,5548 S HYDE PARK BLVD ,CHICAGO,IL,60615,41.79378822,-87.58406146
2355041,COCHAN VOLANT,100 W MONROE ST ,CHICAGO,IL,60603,41.88080528,-87.63092933
2355042,COCHAN VOLANT,100 W MONROE ST ,CHICAGO,IL,60603,41.88080528,-87.63092933
2355043,COCHAN VOLANT,100 W MONROE ST ,CHICAGO,IL,60603,41.88080528,-87.63092933
2355046,DESSERTS DE MANGO,2516 S HALSTED ST ,CHICAGO,IL,60608,41.84653404,-87.64661507
2355055,COUSTA COFFEE,4801 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.96796581,-87.76065246
2355064,SHILAS RESTAURANT,3938 N CICERO AVE ,CHICAGO,IL,60641,41.95276148,-87.74744675
2355068,WALGREENS #2432,200 W ADAMS ST ,CHICAGO,IL,60606,41.87949547,-87.63382966
2355069,Walgreens # 03961,2340 W MADISON ST ,CHICAGO,IL,60612,41.8812841,-87.68562042
2355074,LIQUOR PARK,1937 W NORTH AVE ,CHICAGO,IL,60622,41.91039119,-87.67657254
2355129,STAN'S DONUTS,259 E ERIE ST ,CHICAGO,IL,60611,41.89408538,-87.62040431
2355130,ALULU,2011 S LAFLIN ST ,CHICAGO,IL,60608,41.85473874,-87.66353753
2355131,ALULU,2011 S LAFLIN ST ,CHICAGO,IL,60608,41.85473874,-87.66353753
2355168,FOOD MARKET AND FLOWERS,5354 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93145006,-87.76106147
2355181,CITGO,5101-5109 S HALSTED ST ,CHICAGO,IL,60609,41.80154013,-87.64519699
2355187,ST. REST COUNTRY KITCHEN,727 E 87TH ST ,CHICAGO,IL,60619,41.73652031,-87.60618645
2355257,MINI PALAPITA,4968 N ELSTON AVE ,CHICAGO,IL,60630,41.97083376,-87.74482422
2355266,ADLER SCHOOL INC,2237-2239 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96855383,-87.68548253
2355276,SUBWAY,1014 S WESTERN AVE ,CHICAGO,IL,60612,41.86878384,-87.68624469
2355289,BROTHER'S 7 FOOD AND LIQUOR,3034 W ROOSEVELT RD ,CHICAGO,IL,60612,41.8665517,-87.70207678
2355291,BROTHER'S 7 FOOD AND LIQUOR,3034 W ROOSEVELT RD ,CHICAGO,IL,60612,41.8665517,-87.70207678
2355306,JETS PIZZA,3951 N KIMBALL AVE ,CHICAGO,IL,60618,41.95354369,-87.71274347
2355315,DUOMO CAFE,2450 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92576419,-87.70224601
2355316,DUOMO CAFE,2450 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92576419,-87.70224601
2355317,YOUYO FROZEN YOGURT,3119 S HALSTED ST ,CHICAGO,IL,60608,41.83747556,-87.64611627
2355319,LA MADRILENA BAKERY,7024 W GRAND AVE ,CHICAGO,IL,60707,41.92365619,-87.80182185
2355339,JERSEY MIKES,26 E ROOSEVELT RD FL ,CHICAGO,IL,60605,41.86753863,-87.62620848
2355347,GNC#8251,100 W RANDOLPH ST ,CHICAGO,IL,60601,41.88458627,-87.63101045
2355353,SN GROCERY STORE INC.,2802 S KARLOV AVE ,CHICAGO,IL,60623,41.84038415,-87.72702718
2355358,MIX MATCH FRESH GOURMET POPCORN,8546 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.73915366,-87.58584345
2355364,EXEDUS II,3477 N CLARK ST ,CHICAGO,IL,60657,41.94549885,-87.65497285
2355372,CHINA TOWN RESTAURANT,207 W CERMAK RD ,CHICAGO,IL,60616,41.85273709,-87.63236961
2355373,JERSEY MIKE'S,203 E OHIO ST ,CHICAGO,IL,60611,41.89245291,-87.62249083
2355378,MAMA ANGIE PIZZA,5423 W BELMONT AVE ,CHICAGO,IL,60641,41.93851797,-87.76252173
2355382,ESTATE ULTRA BAR,1177 N ELSTON AVE ,CHICAGO,IL,60642,41.9034342,-87.65808665
2355383,ESTATE ULTRA BAR,1177 N ELSTON AVE ,CHICAGO,IL,60642,41.9034342,-87.65808665
2355408,FLO & SANTO,1310 S WABASH AVE ,CHICAGO,IL,60605,41.86539976,-87.62593557
2355410,FLO & SANTO,1310 S WABASH AVE ,CHICAGO,IL,60605,41.86539976,-87.62593557
2355411,FLO & SANTO,1310 S WABASH AVE ,CHICAGO,IL,60605,41.86539976,-87.62593557
2355436,BANH MI BA GET,2057 W ROSCOE ST ,CHICAGO,IL,60618,41.94308026,-87.68072843
2358495,O & E FOREVER INC.,5309 N CLARK ST ,CHICAGO,IL,60640,41.97833437,-87.66819024
2358498,CERMAK FRESH MARKET,6623 N DAMEN AVE ,CHICAGO,IL,60645,42.00222338,-87.68012883
2358499,CERMAK FRESH MARKET,6623 N DAMEN AVE ,CHICAGO,IL,60645,42.00222338,-87.68012883
2358510,WEST SIDE GYROS,754 S WESTERN AVE ,CHICAGO,IL,60612,41.87136341,-87.68631729
2358530,JOHN'S RESTAURANT,7660 S HALSTED ST ,CHICAGO,IL,60620,41.75436101,-87.64428597
2358535,ELIO PIZZA ON FIRE II INC,2360 N LINCOLN AVE ,CHICAGO,IL,60614,41.9248928,-87.6481984
2358536,VERA'S,8701 S EXCHANGE AVE ,CHICAGO,IL,60617,41.73727228,-87.55266238
2358543,FEARLESS FOOD KITCHEN,5917 N BROADWAY ,CHICAGO,IL,60660,41.98956345,-87.66010699
2358545,La UNIKA DE MICHOACAM,4344 W 63RD ST ,CHICAGO,IL,60629,41.7786605,-87.7318746
2358550,CITGO,415-425 S PULASKI RD ,CHICAGO,IL,60624,41.87475045,-87.7253137
2358584,La Viva Kitchen,4425 W MONTROSE AVE ,CHICAGO,IL,60641,41.96070465,-87.73956935
2358587,FRESHII,200 E RANDOLPH ST ,CHICAGO,IL,60601,41.88463208,-87.62224799
2358593,QUIN XIANG YUAN,2002 S WENTWORTH AVE ,CHICAGO,IL,60616,41.8552817,-87.63199264
2358595,KYOTO LINCOLN  PARK RESTAURANT,2534 N LINCOLN AVE ,CHICAGO,IL,60614,41.92776406,-87.65221663
2358596,"RACHEL'S LEARNING CENTER, LTD.",5242 - 5244 W NORTH AVE ,CHICAGO,IL,60639,41.9095907,-87.75740429
2358606,MARATHON,1201 W 87TH ST ,CHICAGO,IL,60620,41.73582461,-87.65339765
2358622,TAUS AUTHENTIC,1836-1846 W DIVISION ST ,CHICAGO,IL,60622,41.90335449,-87.67381134
2358623,TAUS AUTHENTIC,1836-1846 W DIVISION ST ,CHICAGO,IL,60622,41.90335449,-87.67381134
2358628,DOMINO'S PIZZA,2306 W 95th ST ,CHICAGO,IL,60643,41.72108059,-87.67996165
2358636,KANELA BREAKFAST CLUB,1408 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.90742473,-87.67307367
2358649,AL'S MARKET STORE,336 E 95TH ST ,CHICAGO,IL,60619,41.72198483,-87.61512849
2358669,LOYOLA BENTO EXPRESS,6803 N SHERIDAN RD ,CHICAGO,IL,60626,42.00568707,-87.66080018
2358696,V.C.C. Bakery LLC.,2835 N CENTRAL AVE ,CHICAGO,IL,60634,41.93233307,-87.76613653
2358697,"CELIS PIZZERIA EXPRESS, CORPORATION",2605 S KOSTNER AVE ,CHICAGO,IL,60623,41.84390995,-87.73412958
2358717,FORNO ROSSO ON RANDOLPH,1048 W RANDOLPH ST ,CHICAGO,IL,60607,41.88440111,-87.65403141
2358718,FORNO ROSSO ON RANDOLPH,1048 W RANDOLPH ST ,CHICAGO,IL,60607,41.88440111,-87.65403141
2358726,AVENUE GROCERY MART,4948 W CHICAGO AVE ,CHICAGO,IL,60651,41.89507911,-87.75020516
2358734,GRUB RESTAURANT CHICAGO,1230 W TAYLOR ST ,CHICAGO,IL,60607,41.86950817,-87.65791982
2358741,"D & D FOOD, WINE & LIQOUR",2006 W DIVISION ST ,CHICAGO,IL,60622,41.9032948,-87.67761095
2358743,"D & D FOOD, WINE & LIQOUR",2006 W DIVISION ST ,CHICAGO,IL,60622,41.9032948,-87.67761095
2358755,HALSTED STREET DELI & BAGEL,133 N WELLS ST ,CHICAGO,IL,60606,41.88406738,-87.63373558
2358765,AMORINO CHICAGO,838 N STATE ST ,CHICAGO,IL,60610,41.89790873,-87.62838013
2358816,A CHILD'S PLACE ACADEMY,1508 E 63RD ST ,CHICAGO,IL,60637,41.78069075,-87.58862341
2358818,MR KITE'S CHOCOLATE,2120 W DIVISION ST ,CHICAGO,IL,60622,41.90324196,-87.68058245
2358824,AU BON PAIN,829 S WABASH ST ,CHICAGO,IL,60605,41.87144764,-87.62578145
2358835,STEAK HOAGY SWEET & MORE INC,8154 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.74600079,-87.60523691
2358864,ASADA,180 N WELLS ST ,CHICAGO,IL,60606,41.8853332,-87.63406571
2358871,E & H MINI MART INC.,4722 N KEDZIE AVE ,CHICAGO,IL,60625,41.96733957,-87.70858546
2358877,PASTA AL GUSTO,3737 N SOUTHPORT ,CHICAGO,IL,60613,41.9499666,-87.66395007
2358884,MARY ANN'S FOODTINI,8649 S COTTAGE GROVE ,CHICAGO,IL,60619,41.7370237,-87.60468653
2358905,FLAMING WOK & GRILL,903 N HALSTED ST ,CHICAGO,IL,60642,41.89910985,-87.64773276
2358907,PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,CHICAGO,IL,60607,41.8867877,-87.65669395
2358908,PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,CHICAGO,IL,60607,41.8867877,-87.65669395
2358909,"FAMILY DOLLAR, INC.",5708 W IRVING PARK RD ,CHICAGO,IL,60634,41.95325038,-87.76982734
2358911,"FAMILY DOLLAR, INC.",3644 W 26TH ST ,CHICAGO,IL,60623,41.84446986,-87.716532
2358921,FRESH OFF THE GRILL,1521 S PULASKI RD ,CHICAGO,IL,60623,41.8600391,-87.72484229
2358923,BABYLON GROCERY AND MEAT MART,2800 W DEVON AVE ,CHICAGO,IL,60659,41.99766952,-87.69970642
2358944,BARCELLO'S PIZZA,3576 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.94568947,-87.73490603
2358946,"ARTHUR'S GROCERY STORE, INC.",3125 N MILWAUKEE AVE ,CHICAGO,IL,60618,41.9377803,-87.72145791
2358965,MILLIE'S SUPPER CLUB,2438 N LINCOLN AVE ,CHICAGO,IL,60614,41.92623307,-87.65007627
2358966,MILLIE'S SUPPER CLUB,2438 N LINCOLN AVE ,CHICAGO,IL,60614,41.92623307,-87.65007627
2358971,POLPETTI,131 N CLINTON ST ,CHICAGO,IL,60661,41.88418751,-87.64111967
2358986,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94985726,-87.66394689
2358988,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94985726,-87.66394689
2358993,"MEXICAN RESTAURANT VILLA VICTORIA, INC.",3358 W MONTROSE AVE ,CHICAGO,IL,60618,41.96123967,-87.71307662
2358994,SUSHI DOKKU,823 W RANDOLPH ST ,CHICAGO,IL,60607,41.88428084,-87.64845424
2358995,SUSHI DOKKU,823 W RANDOLPH ST ,CHICAGO,IL,60607,41.88428084,-87.64845424
2358997,GREEN AESTHETICS INC.,1701 N PULASKI RD ,CHICAGO,IL,60639,41.91177704,-87.72624573
2359057,THE PIGGERY,1619-1625 W IRVING PARK RD ,CHICAGO,IL,60613,41.95416912,-87.66987318
2359058,THE PIGGERY,1619-1625 W IRVING PARK RD ,CHICAGO,IL,60613,41.95416912,-87.66987318
2359065,BARTUCCI,3426 N HARLEM AVE ,CHICAGO,IL,60634,41.94242497,-87.80705285
2359078,JAMBA JUICE COMPANY,1322 S HALSTED ST ,CHICAGO,IL,60607,41.86481082,-87.64699486
2359079,JAMBA JUICE  #576,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654,41.88807428,-87.6349552
2359081,JAMBA  JUICE  #481,225 S CANAL ST ,CHICAGO,IL,60606,41.87853128,-87.63942746
2359084,JAMBA JUICE #343,166 N STATE ST ,CHICAGO,IL,60601,41.885027,-87.62807021
2359087,KANELA BREAKFAST CLUB,500 N LAKE SHORE DR ,CHICAGO,IL,60611,41.89111833,-87.61438468
2359088,KANELA BREAKFAST CLUB,500 N LAKE SHORE DR ,CHICAGO,IL,60611,41.89111833,-87.61438468
2359112,DUNKIN DONUTS,250 E SUPERIOR ST ,CHICAGO,IL,60611,41.89589816,-87.62077291
2359124,HAPPY CHINESE KITCHEN,80 E CERMAK RD ,CHICAGO,IL,60616,41.85297383,-87.62389568
2359175,LAKESHORE SPORT & FITNESS,211 N STETSON AVE ,CHICAGO,IL,60601,41.88602728,-87.62216627
2359176,LAKESHORE SPORT & FITNESS,211 N STETSON AVE ,CHICAGO,IL,60601,41.88602728,-87.62216627
2359177,MEXICO LINDO,4224 W 31ST ST ,CHICAGO,IL,60623,41.8369238,-87.7303689
2359209,VIVA SALUDABLE,1702 W 47TH ST ,CHICAGO,IL,60609,41.80868998,-87.66754904
2359212,M & K FOOD MARKET,3359 W CHICAGO ,CHICAGO,IL,60651,41.89539807,-87.7112948
2359248,WHAT'S IN THE BAG?,1767 W 95TH ST ,CHICAGO,IL,60643,41.72103846,-87.66739768
2359249,THE UNIVERSITY OF  CHICAGO  SAIEH HALL,5757 S UNIVERSITY AVE ,CHICAGO,IL,60637,41.78975805,-87.59789009
2359267,SEE THRU CHINESE KITCHEN,6700 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.7732929,-87.58644237
2359269,GOODWIN'S RESTAURANT,1 N FRANKLIN ST ,CHICAGO,IL,60606,41.88196747,-87.63516544
2359271,FIRECAKES TRUCK,68 W HUBBARD ST ,CHICAGO,IL,60654,41.89013639,-87.63065655
2359281,COFFEE BEAN CAFE CO.,4036 N NARRAGANSETT ,CHICAGO,IL,60634,41.95407306,-87.78674347
2359288,CAFE DESCARTES,6451 N SHERIDAN RD ,CHICAGO,IL,60626,41.99964587,-87.66053367
2359294,JAMBA JUICE #189,500 W MADISON ,CHICAGO,IL,60661,41.88199434,-87.63975868
2359299,JAMBA JUICE,920 W BELMONT AVE ,CHICAGO,IL,60657,41.94004691,-87.65239336
2359302,JAMBA JUICE #586,9521 S WESTERN AVE ,CHICAGO,IL,60643,41.72028188,-87.6818967
2359305,LA MIXTECA POBLANA 2 LLC,3046-3050 W 63RD ST ,CHICAGO,IL,60629,41.77912714,-87.70013839
2359318,BRIDGEPORT SHELL,215-225 W 31ST ST ,CHICAGO,IL,60616,41.83811668,-87.63232011
2359338,LEGHORN CHCIKEN 2,600 N LA SALLE DR ,CHICAGO,IL,60654,41.89244528,-87.63275537
2359340,GRK GREEK KITCHEN,400 S WELLS ST ,CHICAGO,IL,60607,41.87678483,-87.63383891
2359363,PHILLIPS 66,225 N WESTERN AVE ,CHICAGO,IL,60612,41.88541391,-87.68640078
2359404,SUBWAY,3329 N MILWAUKEE AVE ,CHICAGO,IL,60641,41.94170177,-87.72789069
2359411,RED STAR LIQUORS,2725-2727 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93078709,-87.70998753
2359412,RED STAR LIQUORS,2725-2727 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93078709,-87.70998753
2359413,BAR ESQUINA,2715-2719 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93060513,-87.70968937
2359414,BAR ESQUINA,2715-2719 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.93060513,-87.70968937
2359416,FRESH MARKET PLACE,2134 N WESTERN AVE ,CHICAGO,IL,60647,41.92093215,-87.68766601
2359428,JERK CITY,112 E 71ST ST ,CHICAGO,IL,60619,41.76570172,-87.62110946
2359431,CHOP CHOP CHINAMAN,3343 N HALSTED ST ,CHICAGO,IL,60657,41.94306979,-87.64921661
2359449,CO CO VIETNAMESE SANDWICHES INC.,1613-1615 W LAWRENCE ,CHICAGO,IL,60640,41.96876507,-87.67001783
2359451,LITTLE GENIUS COMMUNITY DAYCARE 11,1000 W 103RD ST ,CHICAGO,IL,60643,41.70698226,-87.64775773
2359453,CRUMBS BAKE SHOP,845 N MICHIGAN AVE ,CHICAGO,IL,60611,41.89807992,-87.62394571
2359456,PALETERIA MICHOACANA LA #1,4222 W 26TH ST ,CHICAGO,IL,60623,41.84428193,-87.73033724
2359462,HOME CHEF,1321 W LAKE ST ,CHICAGO,IL,60607,41.88534983,-87.65973208
2359484,THE SUBMARINE PIER,2759 W 51ST ST ,CHICAGO,IL,60632,41.80088087,-87.69393527
2359488,"Shamrok Event Services, Inc.",324 N Leavitt ST ,CHICAGO,IL,60612,41.88743405,-87.68184949
2359497,"EFC RUSH IL, LLC",1640 W HUBBARD ST ,CHICAGO,IL,60622,41.8899706,-87.66879885
2359507,TASTE OF TRINIDAD,2045 W HOWARD ST ,CHICAGO,IL,60645,42.01935226,-87.68218644
2359520,CREMERIA SANTA MARIA #2,4000 W 31ST ST ,CHICAGO,IL,60623,41.83699117,-87.72441415
2359561,CHEVALIER FINE WINES,1000 N MILWAUKEE AVE ,CHICAGO,IL,60642,41.8997595,-87.66107806
2359565,GIORDANO'S ANDERSONVILLE,5207 N CLARK ST ,CHICAGO,IL,60640,41.97643833,-87.66826979
2359566,GIORDANO'S ANDERSONVILLE,5207 N CLARK ST ,CHICAGO,IL,60640,41.97643833,-87.66826979
2359597,ABARROTES EL JINETE,3776 W 79TH ST ,CHICAGO,IL,60652,41.7497502,-87.71732701
2359604,EL CHE BAR,845 W WASHINGTON BLVD ,CHICAGO,IL,60607,41.88300571,-87.64914785
2359605,EL CHE BAR,845 W WASHINGTON BLVD ,CHICAGO,IL,60607,41.88300571,-87.64914785
2359606,JERK,811 W CHICAGO AVE ,CHICAGO,IL,60642,41.89629288,-87.64830317
2359642,NUTRITION 4 ALL,4215 W 59TH ST ,CHICAGO,IL,60629,41.78576859,-87.72855241
2359655,WILD ONION CATERING AND EVENTS,806 N WINCHESTER AVE ,CHICAGO,IL,60622,41.89616593,-87.67598547
2359657,7-ELEVEN #33758 C,2421 W 103RD ST ,CHICAGO,IL,60655,41.70626785,-87.68256824
2359659,7-ELEVEN #33758 C,2421 W 103RD ST ,CHICAGO,IL,60655,41.70626785,-87.68256824
2359708,SUBWAY,749 E 47TH ST ,CHICAGO,IL,60653,41.80941584,-87.6069929
2359721,HONEY 1 BBQ,746 E 43RD ST ,CHICAGO,IL,60653,41.81691326,-87.60729732
2359722,FORMENTO'S,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712
2359723,FORMENTO'S,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712
2359724,FORMENTO'S,917-923 W RANDOLPH ST ,CHICAGO,IL,60607,41.88424444,-87.65052712
2359747,GO GO RESTAURANT,6220 S WESTERN AVE ,CHICAGO,IL,60636,41.78039045,-87.68381819
2359748,KANELA BREAKFAST CLUB,1408 N MILWAUKEE AVE ,CHICAGO,IL,60622,41.90742473,-87.67307367
2359751,LA ISLA PEQUENA,4107 W NORTH AVE ,CHICAGO,IL,60639,41.90973595,-87.72927347
2359753,"ROXIE'S FOODS,INC",533 E 79TH ST ,CHICAGO,IL,60619,41.75107097,-87.61122849
2359766,JIMMY FOOD & TOBACCO,3636 W AUGUSTA BLVD ,CHICAGO,IL,60651,41.8992071,-87.7178092
